"","StationID","CollDate","RepNum","NumTaxa","NumTriTaxa","NumEphTaxa","NumDipTaxa","NumScraperTaxa","PctScraper","PctEphm","PctDom","HBI","M.HBI","M.NumDipTaxa","M.PctDom","M.NumTaxa","M.NumEphTaxa","M.NumTriTaxa","M.NumScraperTaxa","M.PctScraper","M.PctEphm","w_or_c","IBI","NumIntolTaxa","PctPlec","M.NumIntolTaxa","M.PctPlec","WBID","LATITUDE_DECDEG","LONGITUDE_DECDEG","WATERBODY_NAME","HUC","WATERSHED","REACH_DISTANCE","LAKE_ACRES","ORIGIN","TERMINUS"
"1","BWBRO012.95",2018-05-10,1,30,6,5,6,7,6.14203454894434,14.2034548944338,23.4165067178503,6.62210796915167,66.1035622475211,60,94.6643921905435,81.0810810810811,55.5555555555556,66.6666666666667,100,25.9157575904824,20.2906498491911,"Warm",63.3641850201157,NA,NA,NA,NA,"15030202-004",34.5348825,-113.4533547,"BURRO CREEK","15030202","BW","16.5",NA,"Boulder Creek","BLACK CANYON @ 34°32'00.45""/113°27'12.53"""
"2","BWBRO029.27",2001-05-08,1,25,5,6,8,1,0.132275132275132,53.5714285714286,33.8624338624339,5.4192256341789,89.6433339691017,80,81.7522449166454,67.5675675675676,66.6666666666667,55.5555555555556,14.2857142857143,0.558122920992119,76.530612244898,"Warm",59.1733131252379,NA,NA,NA,NA,"15030202-004",34.6175278,-113.3124167,"BURRO CREEK","15030202","BW","16.5",NA,"Boulder Creek","BLACK CANYON @ 34°32'00.45""/113°27'12.53"""
"3","BWBRO029.27",2002-04-04,1,13,1,3,6,1,2.19378427787934,14.6252285191956,39.1224862888483,5.91360294117647,79.9686312881317,60,75.2503259717574,35.1351351351351,33.3333333333333,11.1111111111111,14.2857142857143,9.25647374632634,20.8931835988509,"Warm",37.6926564967067,NA,NA,NA,NA,"15030202-004",34.6175278,-113.3124167,"BURRO CREEK","15030202","BW","16.5",NA,"Boulder Creek","BLACK CANYON @ 34°32'00.45""/113°27'12.53"""
"4","BWBRO029.91",2010-04-20,1,14,1,4,4,2,1.8348623853211,11.0091743119266,44.7706422018349,6.33639705882353,71.6947737999309,40,68.2686746578061,37.8378378378378,44.4444444444444,11.1111111111111,28.5714285714286,7.74203538110169,15.7273918741809,"Warm",36.1552997419824,NA,NA,NA,NA,"15030202-008",34.6183611,-113.3029722,"BURRO CREEK","15030202","BW","12.4",NA,"Francis Creek","BOULDER CREEK @ 34°37'3.50""/113°18'33.64"""
"5","BWBRO029.91",2013-04-29,1,23,5,5,5,3,3.57142857142857,45.4365079365079,21.4285714285714,5.66666666666667,84.8010437051533,50,97.1216669609747,62.1621621621622,55.5555555555556,55.5555555555556,42.8571428571429,15.0693188667872,64.9092970521542,"Warm",58.6701936350539,NA,NA,NA,NA,"15030202-008",34.6183611,-113.3029722,"BURRO CREEK","15030202","BW","12.4",NA,"Francis Creek","BOULDER CREEK @ 34°37'3.50""/113°18'33.64"""
"6","BWBRO029.91",2018-05-10,1,24,3,5,7,3,13.1630648330059,15.1277013752456,37.721021611002,6.27991886409736,72.8000222290144,70,76.9826679715674,64.8648648648649,55.5555555555556,33.3333333333333,42.8571428571429,55.5403579451725,21.6110019646365,"Warm",54.8383274134764,NA,NA,NA,NA,"15030202-008",34.6183611,-113.3029722,"BURRO CREEK","15030202","BW","12.4",NA,"Francis Creek","BOULDER CREEK @ 34°37'3.50""/113°18'33.64"""
"7","BWBRO042.16",1992-05-28,1,18,5,5,4,4,1.01436167065367,45.2244697847017,33.0512844354655,5.78667128764761,82.4526166800859,40,82.7549018103022,48.6486486486487,55.5555555555556,55.5555555555556,57.1428571428571,4.28000704917161,64.6063854067168,"Warm",54.5551697609882,NA,NA,NA,NA,"15030202-009",34.7439144,-113.2404278,"BURRO CREEK","15030202","BW","15.1",NA,"Pine Creek","FRANCIS CREEK @ 34°44'27.27""/113°14'36.88"""
"8","BWBRO042.16",1993-04-20,1,13,2,5,3,2,0.326441784548422,19.2600652883569,57.8890097932535,5.9400871459695,79.4503493939433,30,52.0531399341736,35.1351351351351,55.5555555555556,22.2222222222222,28.5714285714286,1.3773914959849,27.514378983367,"Warm",36.8755112546456,NA,NA,NA,NA,"15030202-009",34.7439144,-113.2404278,"BURRO CREEK","15030202","BW","15.1",NA,"Pine Creek","FRANCIS CREEK @ 34°44'27.27""/113°14'36.88"""
"9","BWBRO042.16",1994-04-26,1,23,6,4,4,5,8.16696914700544,70.05444646098,51.3611615245009,6.50727272727273,68.3508272549368,40,60.1221736409136,62.1621621621622,44.4444444444444,66.6666666666667,71.4285714285714,34.4597854304027,100,"Warm",60.8482923364553,NA,NA,NA,NA,"15030202-009",34.7439144,-113.2404278,"BURRO CREEK","15030202","BW","15.1",NA,"Pine Creek","FRANCIS CREEK @ 34°44'27.27""/113°14'36.88"""
"10","BWBRO042.16",1997-04-22,1,31,5,6,6,6,4.76147580012097,46.8426267903792,20.7188541572831,5.86702647737495,80.8801080748543,60,97.9989441813558,83.7837837837838,66.6666666666667,55.5555555555556,85.7142857142857,20.0906151903838,66.9180382719704,"Warm",68.6231108265395,NA,NA,NA,NA,"15030202-009",34.7439144,-113.2404278,"BURRO CREEK","15030202","BW","15.1",NA,"Pine Creek","FRANCIS CREEK @ 34°44'27.27""/113°14'36.88"""
"11","BWBSR037.79",2013-05-16,1,23,2,4,5,2,0.382409177820268,41.491395793499,22.7533460803059,6.05058365758755,77.2879910452534,50,95.4841210379408,62.1621621621622,44.4444444444444,22.2222222222222,28.5714285714286,1.61354083468467,59.2734225621415,"Warm",49.0065925422531,NA,NA,NA,NA,"15030201-006",34.6980169,-113.5987472,"BIG SANDY RIVER","15030201","BW","2.8",NA,"Natural Corrals Wash","BITTER CREEK @ 34°40'31.55""/113°34'57.27"""
"12","BWBSR037.79",2013-05-16,2,20,4,5,5,4,2.35934664246824,84.2105263157895,68.7840290381125,4.60655737704918,100,50,38.5858726352132,54.0540540540541,55.5555555555556,44.4444444444444,57.1428571428571,9.95504912433857,100,"Warm",56.6375369951626,NA,NA,NA,NA,"15030201-006",34.6980169,-113.5987472,"BIG SANDY RIVER","15030201","BW","2.8",NA,"Natural Corrals Wash","BITTER CREEK @ 34°40'31.55""/113°34'57.27"""
"13","BWCNG006.59",1992-05-29,1,42,14,6,8,10,7.11145590897336,19.6103784156538,35.6377323793926,5.89127465639197,80.4055840236404,80,79.5578091725679,100,66.6666666666667,100,100,30.006143075837,28.0148263080769,"Warm",73.8501143607543,NA,NA,NA,NA,"15030202-014B",34.7586647,-113.1203044,"CONGER CREEK","15030202","BW","8.8",NA,"UNNAMED TRIBUTARY","BURRO CREEK @ 113°12'56.29""W  34°46'6.70"""
"14","BWCNG006.59",1993-04-21,1,33,8,4,5,11,16.5419783873649,50.2078137988362,46.7996674979219,5.79350541215654,82.3188764744318,50,65.7606087788358,89.1891891891892,44.4444444444444,88.8888888888889,100,69.7973771618773,71.7254482840518,"Warm",73.5694259135244,NA,NA,NA,NA,"15030202-014B",34.7586647,-113.1203044,"CONGER CREEK","15030202","BW","8.8",NA,"UNNAMED TRIBUTARY","BURRO CREEK @ 113°12'56.29""W  34°46'6.70"""
"15","BWCNG006.59",1997-04-23,1,42,9,8,11,12,9.36345243867775,23.0742220810273,19.7301319243567,5.89876924716288,80.2589188422138,100,99.2210977449238,100,88.8888888888889,100,100,39.5082381378808,32.9631744014676,"Warm",82.3155908905972,NA,NA,NA,NA,"15030202-014B",34.7586647,-113.1203044,"CONGER CREEK","15030202","BW","8.8",NA,"UNNAMED TRIBUTARY","BURRO CREEK @ 113°12'56.29""W  34°46'6.70"""
"16","BWFRA000.04",2010-04-19,1,15,3,4,4,2,0.527240773286467,53.9543057996485,49.3848857644991,5.77338129496403,82.7126948147939,40,62.5650361378256,40.5405405405405,44.4444444444444,33.3333333333333,28.5714285714286,2.22464461302307,77.0775797137836,"Warm",45.7188557965748,NA,NA,NA,NA,"15030202-012",34.7416944,-113.2435278,"FRANCIS CREEK","15030202","BW","23",NA,"Headwaters","BURRO CREEK @ 34?44'27.28""/113?14'36.77"""
"17","BWFRA000.46",1992-05-28,1,26,6,6,6,3,9.86460348162476,39.0715667311412,20.6963249516441,5.55978723404255,86.8926177291086,60,98.02679239599,70.2702702702703,66.6666666666667,66.6666666666667,42.8571428571429,41.6227995005264,55.8165239016303,"Warm",65.4243866653335,NA,NA,NA,NA,"15030202-012",34.7451558,-113.2497778,"FRANCIS CREEK","15030202","BW","23",NA,"Headwaters","BURRO CREEK @ 34?44'27.28""/113?14'36.77"""
"18","BWFRA000.46",1994-04-25,1,30,8,6,6,8,17.9229480737018,42.3785594639866,28.9782244556114,6.38527397260274,70.738278422647,60,87.7895865814445,81.0810810810811,66.6666666666667,88.8888888888889,100,75.6242534755352,60.5407992342666,"Warm",76.8143949278367,NA,NA,NA,NA,"15030202-012",34.7451558,-113.2497778,"FRANCIS CREEK","15030202","BW","23",NA,"Headwaters","BURRO CREEK @ 34?44'27.28""/113?14'36.77"""
"19","BWFRA001.04",1997-04-22,1,35,6,5,8,7,9.91105463786531,56.7979669631512,23.1257941550191,5.67522464698331,84.6335685521857,80,95.0237402286538,94.5945945945946,55.5555555555556,66.6666666666667,100,41.81879594036,81.1399528045017,"Warm",77.7147638158353,NA,NA,NA,NA,"15030202-012",34.7502953,-113.2554419,"FRANCIS CREEK","15030202","BW","23",NA,"Headwaters","BURRO CREEK @ 34?44'27.28""/113?14'36.77"""
"20","BWFRA001.04",2003-04-30,1,16,2,3,2,5,24.0917782026769,10.8986615678776,42.0650095602294,5.86390532544379,80.9411873690061,20,71.6130907784556,43.2432432432432,33.3333333333333,22.2222222222222,71.4285714285714,100,15.5695165255395,"Warm",50.9279072111524,NA,NA,NA,NA,"15030202-012",34.7502953,-113.2554419,"FRANCIS CREEK","15030202","BW","23",NA,"Headwaters","BURRO CREEK @ 34?44'27.28""/113?14'36.77"""
