STA_SEQ,Station_Name,YLat,XLong
17248,A2,40.800833,-73.787333
17249,A4,40.872500,-73.734167
17216,38,40.879300,-73.718800
17250,B3,40.918333,-73.642833
17256,15,40.931333,-73.221167
17218,2,40.934667,-73.600667
17220,4,40.937833,-73.519333
17223,7,40.950333,-73.425333
17225,10,40.951667,-73.332500
17251,C1,40.955833,-73.580333
17222,6,40.961167,-73.476667
17217,1,40.963333,-73.623667
17219,3,40.979333,-73.560667
17236,25,40.981000,-72.918167
17252,C2,40.984333,-73.502167
17228,14,40.991500,-73.218833
17253,D3,40.993833,-73.411333
17232,20,40.994000,-73.042333
14645,Long Island Sound,41.000400,-73.566100
14644,Long Island Sound,41.000600,-73.569800
14643,Captain Harbor/LIS,41.001700,-73.591800
17244,33,41.003833,-72.651167
17242,31,41.004167,-72.768333
14647,Greenwich Harbor/LIS,41.009200,-73.623200
17221,5,41.009333,-73.513667
14648,Long Island Sound,41.010700,-73.534800
20143,LIS Trawl 00-22,41.012000,-72.838570
20566,New City Brook,41.012496,-72.227206
14642,Greenwich Cove/LIS,41.012800,-73.576600
14646,Stamford Harbor/LIS,41.014300,-73.536600
17258,F3,41.017833,-73.144500
17255,E1,41.019333,-73.291333
16145,Horseneck Brook,41.022000,-73.632800
14651,Stamford Harbor,41.022600,-73.536600
14834,Long Island Sound,41.024500,-73.388600
17261,H6,41.026000,-72.913500
19026,Horseneck Brook,41.027382,-73.633868
16002,Pemberwick Brook,41.027400,-73.661000
14150,Byram River,41.027600,-73.662100
18939,Horseneck Brook,41.030432,-73.640064
16753,Horseneck Brook,41.031900,-73.641700
16910,No Name (Binney Park),41.032500,-73.571900
14650,Long Island Sound,41.035500,-73.486400
15829,Stamford Hurricane Barrier,41.036900,-73.534700
14649,Cove Harbor,41.040600,-73.495500
17224,8,41.040833,-73.418000
15233,"Greenwich Creek, tributary to",41.041400,-73.614700
18938,Byram River,41.046332,-73.662624
15389,Byram River,41.046400,-73.662500
16707,Greenwich Creek,41.046700,-73.611900
20138,LIS Trawl 03-28,41.048600,-72.644450
19342,Mianus Pond,41.050000,-73.586000
18494,Rippowam River (Mill River),41.053907,-73.545591
17231,19,41.055333,-73.080833
17227,13,41.058333,-73.234333
15110,Rippowam River,41.060400,-73.546400
17768,Byram River,41.060895,-73.677529
16146,East Branch Byram River,41.061200,-73.674800
20140,LIS Trawl 01-28,41.062030,-72.498750
19546,Noroton River,41.063490,-73.508834
19495,Mianus River,41.064169,-73.579285
16621,East Branch Byram River,41.065600,-73.673300
14432,Rippowam River,41.066100,-73.548400
19597,Rippowam River,41.066111,-73.549270
19699,Rippowam River,41.066398,-73.553840
20049,Byram River,41.070400,-73.685700
17254,9,41.070833,-73.336167
17720,Fivemile River,41.073114,-73.447589
14356,Noroton River,41.075300,-73.515500
18896,Converse Pond Brook,41.075327,-73.669271
20139,LIS Trawl 04-30,41.076080,-72.540450
16698,Goodwives River,41.076100,-73.466900
17239,28,41.078167,-72.833500
20645,East Branch Converse Pond Brook,41.079014,-73.676938
17257,F2,41.080333,-73.165333
14293,Mianus River,41.080600,-73.581200
16586,Converse Pond Brook,41.081900,-73.665600
17234,22,41.082333,-73.022833
17310,Horseneck Brook,41.083100,-73.640300
17083,Stony Brook,41.083900,-73.487800
18940,Rockwood Lake Brook,41.085105,-73.623437
18944,Cummings Brook,41.085940,-73.476216
18967,"Byram River, Unnamed Tributary to (Sutton's Brook"")""",41.086034,-73.701110
17308,Aquarion  DSN 101,41.087100,-73.637900
17309,Aquarion Putnum lake,41.087600,-73.637700
16662,Fivemile River,41.087800,-73.452200
17719,Fivemile River,41.088136,-73.450741
17012,Rockwood Lake outflow; downstream of Rte 15,41.088600,-73.627200
14358,Noroton River,41.089800,-73.515200
19355,Putnam Lake,41.090000,-73.639000
17718,Keelers Brook,41.090777,-73.440977
15111,Rippowam River,41.091900,-73.559700
16788,Keeler Brook,41.092000,-73.439700
14292,Mianus River,41.093400,-73.585700
14149,Byram River,41.094506,-73.704449
14357,Noroton River,41.095400,-73.514300
17246,J4,41.097500,-72.450000
14851,East Branch Byram River,41.098300,-73.681700
18142,Keeler Brook,41.099260,-73.442385
15239,East Branch Byram River,41.099500,-73.683200
16275,Converse Pond Brook,41.100100,-73.655000
17717,Fivemile River,41.100452,-73.454333
17260,H4,41.101667,-72.934000
19073,Saugatuck Harbor 02,41.101733,-73.373833
17723,Keeler Brook,41.103188,-73.441438
20527,"Horseneck Brook, Unnamed tributary to",41.104078,-73.633311
14291,Mianus River,41.104300,-73.586500
17724,Keeler Brook,41.104985,-73.441370
18971,Converse Pond Brook,41.105260,-73.653078
16587,Converse Pond Brook,41.105600,-73.651100
17725,Keeler Brook,41.106103,-73.440386
17726,Keeler Brook,41.107174,-73.441357
17727,"Keeler Brook, pond to",41.107616,-73.439205
19358,Rockwood Lake Reservoir,41.108000,-73.624000
15482,King Industries,41.108100,-73.411500
17226,12,41.108667,-73.253000
17716,Holy Ghost Fathers Brook,41.110019,-73.456249
17715,Fivemile River,41.110664,-73.461894
18937,East Br. Mianus River,41.110999,-73.587656
18943,Rippowam River,41.111187,-73.554711
15942,Long Island Sound,41.111300,-73.337500
15941,Long Island Sound,41.112200,-73.327300
14431,Rippowam River,41.113400,-73.547100
18942,Springdale Brook,41.113739,-73.522881
17062,Springdale Brook,41.114400,-73.520500
15940,Long Island Sound,41.114900,-73.322300
15604,Indian River,41.116200,-73.375600
19074,Saugatuck Harbor 04,41.119067,-73.368517
14558,Norwalk River,41.119400,-73.417000
17229,16,41.120333,-73.162500
15605,Indian River,41.120900,-73.379800
17230,18,41.122333,-73.090000
16205,Norwalk River,41.123100,-73.425000
18919,Mianus River,41.123400,-73.608800
15471,Sasco Brook,41.124900,-73.299000
16729,Haviland Brook,41.125000,-73.569200
18639,Betts Pond Brook,41.125890,-73.407190
15472,Sasco Brook Beach,41.126300,-73.295500
14371,Norwalk River,41.126700,-73.429500
18463,Fivemile River,41.126850,-73.471010
20142,LIS Trawl 07-19,41.127070,-72.962920
16025,Muddy Brook,41.127600,-73.329400
18477,FBY1,41.129000,-73.285000
16157,Bargh Reservoir,41.130100,-73.612800
18945,Noroton River,41.130653,-73.508094
14557,Norwalk River,41.131900,-73.430100
16000,Muddy Brook,41.132600,-73.328600
19075,Saugatuck Harbor 06,41.132683,-73.366383
18968,LIS Field Blank,41.133158,-72.898406
16001,"Muddy Brook, tributary to",41.133200,-73.328500
16622,East Branch Mianus River,41.133300,-73.588300
18138,Stony Brook,41.133400,-73.368320
15470,Drainage Ditch to Sasco Brook,41.133800,-73.294800
18775,Poorhouse Brook,41.134678,-73.551404
15458,Green Farms Storm Drain,41.135800,-73.297400
14361,Norwalk River,41.135900,-73.426000
14556,Silvermine River,41.136100,-73.434600
16175,Silvermine River,41.136300,-73.430100
18389,Fivemile River,41.136499,-73.479299
14202,Five Mile River,41.136500,-73.479300
15459,Green Farms Storm Drain,41.136700,-73.298800
14654,Culvert to Norwalk River,41.136800,-73.426300
15473,Drainage Ditch to Sasco Brook,41.136900,-73.291900
15453,Stop and Shop storm drain,41.137100,-73.300200
15456,Woodhill/Green Farms Storm Drain,41.137100,-73.297400
15457,Sasco Brook,41.137100,-73.296900
15452,Sasco Brook,41.137300,-73.297200
17262,I2,41.137500,-72.655000
15451,Sasco Brook,41.137900,-73.297600
15455,Route 1 storm drain,41.138000,-73.297800
18478,TG1,41.138000,-73.275000
15454,Sasco Brook,41.138200,-73.297800
15297,Sasco Brook,41.138700,-73.298000
19939,Grays Pond,41.139000,-73.622860
18479,PRC1,41.140000,-73.274000
16406,Black Rock Harbor,41.140000,-73.220000
17235,23,41.140167,-72.948833
15450,"Sasco Brook, tributary to",41.141300,-73.298500
14201,Five Mile River,41.141800,-73.483300
18465,Stony Brook,41.141898,-73.377480
19929,Mianus Reservoir,41.143000,-73.613000
15460,"Sasco Brook, tributary to",41.143200,-73.295900
14808,Norwalk River,41.143300,-73.426900
16024,"Norwalk River, Unknown Pipe to",41.143400,-73.426900
14807,Norwalk River,41.143600,-73.426900
15396,Silvermine River,41.145200,-73.441900
15357,Sasco Brook,41.145700,-73.301200
16405,Black Rock Harbor,41.145800,-73.220000
15461,"Sasco Brook, tributary to",41.146000,-73.293600
18129,Sasco Brook,41.146750,-73.303250
15462,"Sasco Brook, tributary to",41.146800,-73.293800
15463,"Sasco Brook, tributary to",41.146800,-73.293100
18131,"Sasco Brook, Tributary to",41.146830,-73.308390
18133,"Sasco Brook, Tributary to",41.146890,-73.303360
18132,"Sasco Brook, Tributary to",41.147000,-73.308640
18130,"Sasco Brook, Tributary to",41.147030,-73.309030
18128,Sasco Brook,41.147060,-73.303220
14203,Five Mile River,41.147800,-73.483500
15449,"Sasco Brook, tributary to",41.147900,-73.307300
15397,Silvermine River,41.148300,-73.443000
16907,No Name,41.149400,-73.480800
16347,Saugatuck River,41.149500,-73.366100
16404,Black Rock Harbor,41.150000,-73.219200
14452,Silvermine River,41.150300,-73.443400
18941,Rippowam River,41.150336,-73.534197
15285,Mill River,41.150400,-73.272600
15398,Silvermine River,41.151500,-73.446000
15857,Mill River,41.152100,-73.272600
16456,Housatonic river at mouth,41.152300,-73.102400
16458,Housatonic River Lordship Point,41.152300,-73.102300
16457,Housatonic River Lordship Point,41.152600,-73.102300
14667,Sasco Brook,41.152800,-73.306000
15468,Hulls Farm Road Storm Drain,41.152900,-73.305900
15399,Silvermine River,41.153300,-73.448400
16403,Black Rock Harbor,41.154700,-73.216700
15448,"Sasco Brook, tributary to",41.155500,-73.311200
17714,Fivemile River,41.155567,-73.493611
15400,Silvermine River,41.156700,-73.449800
16402,Black Rock Harbor,41.157500,-73.212500
17238,27,41.158667,-72.849500
15401,Silvermine River,41.159700,-73.452900
16287,Laurel Reservoir Outlet,41.160100,-73.539100
15358,Great Brook,41.160300,-73.301800
17713,"Fivemile River, Tributary to",41.160781,-73.494436
16407,Black Rock Harbor,41.161100,-73.210000
16408,Black Rock Harbor,41.161100,-73.207800
15609,Poplar Plain Brook,41.161800,-73.369100
17736,Poplar Plains Brook,41.161972,-73.375080
15447,Sasco Brook,41.162100,-73.312100
15402,Silvermine River,41.162600,-73.462600
15368,Saugatuck River,41.162900,-73.367500
18136,Deadman Brook,41.163090,-73.334970
15828,Norwalk River,41.163600,-73.419700
14555,Norwalk River,41.163900,-73.419300
17233,21,41.164000,-73.014833
16401,Black Rock Harbor,41.164200,-73.205000
20635,Browns Brook,41.165218,-73.286969
15827,Mill River,41.165300,-73.270600
15671,Bridgeport Energy,41.166200,-73.182300
20144,LIS Trawl 9-26,41.166650,-72.660300
17712,Fivemile River,41.168302,-73.504984
15673,Pequonnock River,41.168800,-73.184900
14445,Saugatuck River,41.169300,-73.367000
17711,"Fivemile River, Tributary to",41.169673,-73.503011
16663,Fivemile River,41.169700,-73.507800
15446,Great Brook,41.169700,-73.301400
19332,Laurel Reservoir,41.170100,-73.550000
16346,Norwalk River,41.170300,-73.417200
15672,Bridgeport Energy,41.170900,-73.170900
15364,West Branch Saugatuck River,41.171800,-73.364300
20526,NNT to Belden Hill Brook,41.172270,-73.442660
14668,Sasco Brook,41.173100,-73.312300
14299,Mill River,41.173800,-73.268400
17710,Fivemile River,41.175226,-73.511883
15369,Saugatuck River,41.175600,-73.361900
15360,Rooster River,41.176200,-73.223000
15375,Aspetuck River,41.176900,-73.357900
16848,Mill River,41.177800,-73.263900
15363,West Branch Saugatuck River,41.178000,-73.374200
17259,H2,41.178000,-72.960500
16849,Mill River,41.178100,-73.554200
16429,West Branch Saugatuck River,41.178200,-73.380100
18636,Poorhouse Brook,41.178270,-73.489800
15432,Sasco Brook,41.179000,-73.312300
15826,Rooster River,41.179700,-73.219400
15465,"Great Brook, tributary to",41.180100,-73.303200
15466,"Great Brook, tributary to",41.180400,-73.301200
15445,Great Brook,41.180400,-73.300800
15443,"Sasco Brook, tributary to",41.180600,-73.312200
15467,"Sasco Brook, tributary to",41.181500,-73.302400
16345,"Sasco Brook, tributary to",41.181700,-73.314200
15296,"Sasco Brook, tributary to",41.181700,-73.313900
17263,J2,41.182000,-72.457667
18893,Rooster River,41.182013,-73.218791
17709,"Fivemile River, Tributary to",41.182025,-73.502789
15444,Sasco brook,41.182100,-73.304900
16571,Chestnut Hill Brook,41.182500,-73.416100
16925,Norwalk River,41.183100,-73.421700
15081,Norwalk River,41.183100,-73.419900
16477,Aspetuck River,41.183900,-73.343900
15442,"Sasco Brook, tributary to",41.185500,-73.310500
17454,Pequonnock River,41.186000,-73.188700
14126,Aspetuck River,41.186400,-73.342900
15441,"Sasco Brook, tributary to",41.186600,-73.318200
17901,Kettle Creek,41.187710,-73.369300
15607,Kettle Creek,41.187900,-73.365600
16140,Bruce Brook,41.189900,-73.155100
14370,Norwalk River,41.190900,-73.429700
14833,Long Island Sound,41.191800,-72.778600
19596,Rooster River,41.192300,-73.226400
15440,Sasco Brook,41.192400,-73.302300
15370,Saugatuck River,41.192700,-73.361700
15361,Rooster River,41.193300,-73.232300
15438,"Sasco Brook, tributary to",41.193900,-73.323600
17447,Pequonnock River,41.194400,-73.187200
16045,West Branch Saugatuck River,41.194700,-73.387500
15294,Norwalk River,41.195400,-73.432100
15295,Comstock Brook,41.195900,-73.437700
14156,Comstock Brook,41.196100,-73.435400
17241,30,41.196333,-72.775333
18634,Ferry Creek,41.196360,-73.122800
15439,"Sasco Brook, tributary to",41.196900,-73.306500
15603,Beaver Brook,41.197200,-73.359200
14756,Fletcher Creek,41.197500,-73.069400
15950,Long Island Sound,41.197577,-73.065115
15437,"Sasco Brook, tributary to",41.197600,-73.319500
14568,Norwalk River,41.197800,-73.435600
20117,Norwalk River,41.197880,-73.435580
14757,Fletcher Creek,41.198000,-73.070200
15858,Cricker Brook,41.198400,-73.264700
14758,Fletcher Creek,41.198400,-73.069500
14836,Long Island Sound,41.198600,-72.655400
15949,Long Island Sound,41.198700,-73.065100
14761,Fletcher Creek,41.199000,-73.073100
18140,Boone Brook,41.199220,-73.400600
14759,Fletcher Creek,41.199500,-73.068800
15948,Long Island Sound,41.199500,-73.064900
14760,Fletcher Creek Salt Pan,41.199600,-73.068200
18135,Beaver Brook,41.199670,-73.359050
15947,Long Island Sound,41.199800,-73.064500
15359,Mill River,41.200000,-73.255400
15945,Great Creek,41.200000,-73.064400
14755,Fletcher Creek Border Canal,41.200200,-73.066100
15946,Great Creek,41.200700,-73.065600
18635,Long Brook,41.200710,-73.129070
16776,Island Brook,41.200800,-73.197500
18662,Island Brook,41.201000,-73.192000
18646,Huckleberry Hills Brook,41.201440,-73.464840
15502,Bruce Brook (Stony Brook),41.202200,-73.148300
14853,Norwalk River,41.202600,-73.431100
15464,"Sasco Brook, tributary to",41.203500,-73.318100
19022,Comstock Brook,41.204447,-73.447964
14369,Norwalk River,41.204800,-73.430600
15436,"Sasco Brook, tributary to",41.205000,-73.315600
17452,Pequonnock River,41.205797,-73.186773
17446,Bunnells Pond,41.205900,-73.186600
20141,LIS Trawl 12-27,41.206280,-72.620080
18667,Rooster River,41.207000,-73.228000
15371,Saugatuck River,41.207300,-73.350500
15362,Rooster River,41.207400,-73.227900
15435,"Sasco Brook, tributary to",41.207500,-73.318500
14298,Mill River,41.208000,-73.257000
15377,Aspetuck River,41.208100,-73.330900
16911,No Name (Success Lake Outflow),41.208100,-73.164100
15434,"Sasco Brook, tributary to",41.208300,-73.317800
15365,West Branch Saugatuck River,41.208800,-73.388900
15608,Cobbs Mill Brook,41.208958,-73.389100
17237,26,41.209167,-72.908500
19023,Bruce Brook,41.210217,-73.144621
15433,"Unnamed Waterbody (Sasco Brook, Unnamed upstream pond)",41.210300,-73.321700
15469,No name pond,41.211000,-73.319400
16583,Comstock Brook,41.212500,-73.462200
16997,Raven Brook,41.213100,-73.122800
16259,Aspetuck River,41.213200,-73.329100
16264,West Branch Saugatuck River,41.214000,-73.388900
17073,Mill River,41.214700,-73.259100
20482,Mill River,41.215709,-73.260260
17451,Pequonnock River,41.216300,-73.180700
16534,Bruce Brook,41.216700,-73.141700
16493,Beaver Brook,41.216700,-73.081900
15625,Popes Pond,41.218000,-73.454000
19324,Hemlock Reservoir,41.219000,-73.296000
15381,Beaver Brook Lake,41.219100,-73.371700
14487,Wepawaug River,41.219100,-73.055300
15372,Saugatuck River,41.219900,-73.349900
16552,Calf Pen Meadow Creek,41.220300,-73.017200
19093,Lake Forest,41.220450,-73.207030
15376,Aspetuck River,41.220500,-73.325100
15284,Mill River,41.221800,-73.255800
15366,West Branch Saugatuck River,41.222100,-73.384300
15373,Saugatuck River,41.222500,-73.349600
15112,Bruce Brook,41.224000,-73.143000
14443,Saugatuck River,41.224500,-73.346900
20019,Norwalk River,41.224699,-73.424645
18665,Pumpkin Ground Brook,41.225000,-73.123000
20021,Pequonnock River,41.225211,-73.178704
15113,Bruce Brook,41.226000,-73.144000
17609,Wepawaug River,41.226689,-73.058325
14554,Norwalk River,41.226800,-73.424600
15380,Aspetuck River,41.228700,-73.324100
19556,Mill River,41.230280,-73.250830
15606,Jennings Brook,41.231100,-73.350300
17240,29,41.231500,-72.829667
15777,Mill River,41.231870,-73.248525
16983,Pumkin Ground Brook,41.232200,-73.124400
18935,Saugatuck River,41.232320,-73.345100
15378,Aspetuck River,41.232400,-73.323000
16485,Barretts Brook,41.232500,-73.446900
17721,"Aspetuck River, tributary To",41.232656,-73.323166
17332,West Branch Saugatuck River,41.233100,-73.393400
17266,N3,41.233333,-71.857667
15379,Aspetuck River,41.233400,-73.321300
15610,West Branch Saugatuck River,41.233600,-73.393500
16694,Godfrey Brook,41.233600,-73.391100
14394,Pequonnock River,41.234300,-73.183800
17264,K2,41.234333,-72.265833
18647,Silver Spring Brook,41.234490,-73.489120
18137,Saugatuck River,41.235840,-73.344860
14486,Wepawaug River,41.236000,-73.057300
17638,Mill River,41.236891,-73.252166
17265,M3,41.237167,-72.053333
16752,Horse Tavern Brook,41.237800,-73.227800
18645,East Branch Silvermine River,41.238320,-73.480970
18672,Stubby Plain Brook,41.240000,-73.046000
17391,Mill River,41.241200,-73.254000
19557,Mill River,41.241240,-73.253700
16596,Cricker Brook,41.241400,-73.304700
14852,Pumpkin Ground Brook,41.241500,-73.134100
17243,32,41.241500,-72.665667
20290,Indian River,41.242200,-73.027602
19299,Aspetuck Reservoir,41.243000,-73.319000
15022,West Branch Saugatuck River,41.243300,-73.409400
14994,Canoe Brook,41.244400,-73.255300
14995,Mill River,41.244700,-73.255500
15374,Saugatuck River,41.244900,-73.349200
14483,"West Branch Saugatuck River, tributary to",41.245000,-73.414700
20109,Hawleys Brook,41.245750,-73.343270
16731,Hawleys Brook,41.245800,-73.343900
14366,Norwalk River,41.246000,-73.434100
17245,34,41.246000,-72.468333
16970,Pinewood Lake Outflow,41.246200,-73.181300
17457,Canoe Brook,41.246500,-73.248000
18885,Cemetery Pond Brook,41.246600,-73.125540
17449,Pequonnock River,41.246900,-73.197200
17458,Storm Drain to Canoe Brook,41.247100,-73.247200
19036,Farm River 03,41.247309,-72.858832
20484,Pequonnock River,41.247665,-73.200060
15492,Sikorsky,41.247700,-73.094600
15493,Sikorsky,41.248100,-73.094600
16912,"Aspetuck Reservoir, tributary to",41.248600,-73.314400
14993,Aquarion Storm Drain,41.248900,-73.255800
19555,Hawleys Brook,41.249440,-73.342220
15907,Long Island Sound,41.249500,-72.546400
20646,East Branch Silvermine River,41.249835,-73.483916
15266,Wepawaug River,41.250600,-73.058100
18796,Hawleys Brook,41.250830,-73.342489
15635,Saugatuck Reservoir,41.251000,-73.350300
18817,Hawleys Brook,41.251111,-73.342500
15494,Sikorsky,41.251200,-73.093600
18882,Cemetery Pond Brook,41.251265,-73.128089
18536,"Hawleys Brook, Unnamed Tributary to",41.251918,-73.341030
19037,Farm River 02,41.253142,-72.856866
16141,Pequonnock River,41.253400,-73.205900
15495,Sikorsky,41.253600,-73.094300
14368,Norwalk River,41.254500,-73.430100
15498,Sikorsky,41.254500,-73.096900
15496,Sikorsky,41.254800,-73.095400
15497,Sikorsky,41.254900,-73.095900
19154,Aspetuck River,41.255056,-73.322539
14832,Long Island Sound,41.255100,-72.047700
15080,Norwalk River,41.255700,-73.429700
16052,"Morris Creek, tributary to",41.255800,-72.887300
14367,Norwalk River,41.255900,-73.429600
16051,Tuttle Creek (Morris Creek),41.256000,-72.889600
14365,Norwalk River,41.256200,-73.429300
19034,Joshua Cove 02,41.256292,-72.710299
15908,Long Island Sound,41.256400,-72.553700
19013,"Hawleys Brook,Unnamed tributary",41.256504,-73.336004
16032,Gilbert Bennett Brook,41.256600,-73.428700
15140,Oyster River,41.256700,-72.991900
15973,Georgetown POTW,41.256800,-73.429200
19170,Ballwall Brook,41.256817,-73.322483
14364,Norwalk River,41.256900,-73.428800
18670,Silver Brook,41.257000,-73.006000
15079,Norwalk River,41.257400,-73.429000
19035,Island Bay 01,41.258042,-72.719082
15288,Norwalk River,41.258500,-73.428800
20313,Housatonic River Tributary,41.258840,-73.083500
16260,Aspetuck River,41.258900,-73.324700
14195,Farmill River,41.259100,-73.097900
15911,Long Island Sound,41.259500,-72.557600
19032,Joshua Cove 01,41.259850,-72.704300
16958,Pequonnock River,41.260000,-73.213600
18661,Indian River,41.260000,-73.010000
16959,Pequonnock River,41.260300,-73.213300
14553,Norwalk River,41.260400,-73.436700
18134,Canoe Brook,41.260560,-73.241110
15913,Long Island Sound,41.263000,-72.562800
19212,Cove River,41.263098,-72.960290
15815,Connecticut River,41.263100,-72.343300
19406,Gilbert Brook,41.263291,-73.354983
16649,Farmill River,41.263300,-73.104700
19680,FR04,41.263977,-72.854206
18664,Oyster River,41.264000,-72.989000
18155,Easton Reservoir,41.264190,-73.266152
16137,Indian River,41.265100,-73.012900
18641,Black Brook,41.265360,-73.124890
15999,Silver Brook,41.266500,-73.004900
16593,Cove River,41.266900,-72.960000
15912,Long Island Sound,41.266900,-72.568300
15431,Norwalk River,41.267100,-73.441400
15281,Cooper Pond Brook,41.267400,-73.441600
14360,Norwalk River,41.267500,-73.441400
14157,Cooper Pond Brook,41.267700,-73.442200
15909,Long Island Sound,41.267700,-72.567700
15910,Long Island Sound,41.267800,-72.570300
16054,Tuttle Creek,41.268600,-72.891500
15662,Hayden Creek,41.269800,-72.546300
19367,Trap Falls Reservoir,41.270000,-73.143000
15602,Auto Swage,41.270000,-73.090800
15660,Hammonasset River,41.270000,-72.546800
17247,36,41.270500,-72.275500
19484,Lyons Swamp Brook,41.270583,-73.322869
18640,Turkey Hill Brook,41.272040,-73.076250
17708,Silver Brook,41.272200,-73.000800
19407,Gilbert Brook,41.272613,-73.355562
14196,Farmill River,41.273000,-73.112900
15657,Hammonasset River,41.273000,-72.545200
20020,Norwalk River,41.273948,-73.444680
16588,Cooper Pond Brook,41.274200,-73.464200
16773,Indian River,41.274200,-73.017500
19038,Unnamed Trib to Farm River 01,41.275776,-72.860995
15659,Hammonasset River,41.275900,-72.545900
14476,Black Brook,41.276300,-73.116400
15559,Atlantic Wire,41.276700,-72.808600
18642,Wells Brook,41.277080,-73.118650
16261,Aspetuck River,41.277100,-73.327500
19238,Farm River,41.277306,-72.863366
18657,Farmill River,41.278000,-73.122000
19480,Livermore Pond Outflow,41.278128,-73.328375
16654,Fence Creek,41.278300,-72.588100
19287,Toms Creek,41.278479,-72.570034
15980,Farmill River,41.278500,-73.130200
19248,Neck River,41.278645,-72.627310
19544,Long Island sound Trib,41.278665,-72.597919
15121,Pequonnock River,41.278900,-73.220300
15065,Farm River,41.279100,-72.867200
15283,Ridgefield Brook (Great Swamp),41.279900,-73.483200
15122,Kaatz Pond Brook,41.280000,-73.218900
17610,Silver Brook,41.280798,-72.999271
16240,Farm River,41.281400,-72.866100
20483,Pequonnock River,41.281765,-73.223510
15661,Hammonasset River,41.281900,-72.548800
17105,Tatetuck Brook,41.283050,-73.281940
17104,Tatetuck Brook,41.283100,-73.281900
18879,Farm River,41.283315,-72.866188
15769,Wepawaug River,41.283500,-73.040900
15891,Neck River,41.283900,-72.619400
15658,Hammonasset River,41.284400,-72.558400
19643,West River Trib,41.284605,-72.696026
19473,Little River,41.285272,-73.374831
16580,Cold Spring Brook,41.285300,-72.423300
15282,Ridgefield Brook (Great Swamp),41.285600,-73.482500
15118,Branford River,41.285600,-72.800600
19415,Hagar Creek,41.285973,-72.406881
19255,Indian River,41.286110,-72.526384
19698,Cove River,41.286443,-72.974100
16262,Aspetuck River,41.286500,-73.332700
19478,Saugatuck River,41.286578,-73.387899
16917,Nob Crook Brook,41.287800,-73.397800
19229,Fence Creek,41.287852,-72.582850
16268,Farmill River,41.288000,-73.146100
14395,Pequonnock River,41.288100,-73.234800
19539,Long Island Sound Trib,41.288497,-72.591843
14854,Neck River,41.288600,-72.619900
19259,West River,41.288795,-72.692542
16908,No Name,41.288900,-72.549400
18139,"Aspetuck River, Tributary to (Lyons Swamp outflow)",41.289060,-73.324420
15023,Farm River,41.289500,-72.864100
19550,Patterson Brook,41.289599,-73.290959
17053,Sluice Creek,41.290000,-72.674400
19258,West River,41.290044,-72.690342
15181,Indian River,41.290300,-72.527800
15974,Ridgefield POTW,41.290400,-73.489800
14831,Connecticut river,41.291000,-72.344400
19634,Tatetuck Brook,41.291117,-73.290492
19420,Hammonasset River,41.291439,-72.565287
17608,Race Brook,41.291565,-73.027463
20229,Race Brook,41.291570,-73.027460
19432,Hoadley Creek,41.291727,-72.735315
19403,Gatchen Creek,41.291737,-72.478657
19230,Farmill River,41.291890,-73.159123
17379,Little River,41.291900,-73.369200
15117,Branford River,41.291900,-72.792200
17634,Race Brook,41.292043,-73.029963
16777,Ivy Brook,41.292200,-73.085000
15391,"Ridgefield Brook, tributary to (Steep Brook)",41.292400,-73.494400
19260,West River,41.292686,-72.692528
18141,Norwalk River,41.293000,-73.451310
16282,Farmill River,41.293000,-73.173000
16143,Little River,41.293100,-73.367800
15859,Means Brook,41.293100,-73.144200
16344,Aspetuck River,41.293300,-73.330300
19241,Farm River,41.293841,-72.862132
17453,Pequonnock River,41.293900,-73.240700
19261,West River,41.294240,-72.692794
20098,Cemetery Brook,41.294274,-73.409570
20099,Moffitts Brook,41.294290,-73.409173
19834,Ivy Brook,41.294389,-73.088772
15293,Ridgefield Brook,41.294500,-73.488500
14444,Saugatuck River,41.294500,-73.394800
20245,Race Brook,41.294617,-73.024703
20349,Branford River,41.294846,-72.801809
16604,Dee Pond Brook,41.295000,-72.458600
18774,Wepawaug River,41.295366,-73.033513
19257,West River,41.295897,-72.690484
14855,Neck River,41.295900,-72.623500
15934,Long Island Sound,41.297000,-72.246500
16740,Hoadley Creek Trib,41.297009,-72.731938
20015,Means Brook,41.297017,-73.099748
16267,Housatonic River,41.297300,-73.065000
14889,Long Island Sound,41.297300,-72.245600
20317,Tributary to Housatonic River,41.297410,-73.063810
15292,Ridgefield Brook,41.297800,-73.492300
16820,Lyons Swamp Outflow,41.297800,-73.320600
14890,Long Island Sound,41.297900,-72.243400
14894,Long Island Sound,41.298100,-72.226200
14893,Long Island Sound,41.298300,-72.234700
14891,Long Island Sound,41.298600,-72.240200
14892,Long Island Sound,41.298600,-72.237500
14939,Neck River,41.298700,-72.623500
15395,Norwalk River,41.298800,-73.455900
15933,Long Island Sound,41.299200,-72.248000
15938,Long Island Sound,41.299200,-72.243700
16430,Saugatuck River,41.299400,-73.401600
19421,Hammonasset River,41.299435,-72.573741
19955,NNT to Saugatuck River,41.299709,-73.399657
17166,Round Pond Brook,41.300000,-73.545600
15937,Long Island Sound,41.300100,-72.241300
19128,Armstrong Brook,41.300306,-72.270088
15936,Long Island Sound,41.300400,-72.238800
15935,Long Island Sound,41.300400,-72.237200
17753,Long Island Sound,41.300447,-72.236362
15129,Farmill River,41.300600,-73.195200
16650,Farmill River,41.300800,-73.203100
